,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
10818,-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029,<1H OCEAN,213400.0
7487,-118.21,33.92,28.0,2949.0,1003.0,4551.0,930.0,1.9026,<1H OCEAN,131900.0
5831,-118.32,34.2,36.0,2110.0,346.0,984.0,342.0,6.9909,<1H OCEAN,345300.0
17952,-121.96,37.34,37.0,663.0,127.0,293.0,132.0,3.7813,<1H OCEAN,247800.0
10870,-117.9,33.72,36.0,443.0,117.0,577.0,115.0,3.6875,<1H OCEAN,137500.0
1914,-120.1,38.91,33.0,1561.0,282.0,30.0,11.0,1.875,INLAND,500001.0
5473,-118.46,33.99,52.0,1158.0,253.0,528.0,253.0,3.5234,<1H OCEAN,334700.0
6971,-118.03,33.99,52.0,2792.0,461.0,1177.0,439.0,3.4312,<1H OCEAN,243800.0
8506,-118.3,33.88,30.0,1348.0,333.0,885.0,322.0,3.2574,<1H OCEAN,195300.0
16828,-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,NEAR OCEAN,281000.0
8816,-118.32,33.75,37.0,1080.0,135.0,366.0,142.0,11.6677,NEAR OCEAN,500001.0
14311,-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,NEAR OCEAN,82900.0
18340,-122.14,37.43,52.0,1944.0,308.0,696.0,293.0,8.2664,NEAR BAY,500001.0
9604,-120.44,37.31,21.0,6911.0,1341.0,3967.0,1297.0,3.0515,INLAND,95200.0
13622,-117.27,34.12,27.0,2896.0,684.0,1514.0,668.0,1.462,INLAND,70200.0
18208,-122.05,37.39,25.0,347.0,82.0,148.0,77.0,4.4531,<1H OCEAN,350000.0
13376,-117.59,34.16,10.0,9467.0,1181.0,3819.0,1122.0,7.8252,INLAND,361400.0
17552,-121.86,37.34,40.0,2277.0,508.0,1718.0,434.0,3.0089,<1H OCEAN,185200.0
4492,-118.22,34.06,52.0,48.0,6.0,41.0,10.0,10.2264,<1H OCEAN,112500.0
15327,-117.34,33.19,19.0,3575.0,525.0,1654.0,559.0,5.7409,NEAR OCEAN,274100.0
18979,-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,INLAND,126500.0
16056,-122.49,37.76,52.0,2564.0,502.0,1092.0,459.0,3.5302,NEAR BAY,329600.0
14195,-117.05,32.71,25.0,3292.0,608.0,2266.0,592.0,3.2986,NEAR OCEAN,119200.0
17919,-121.99,37.35,18.0,1712.0,509.0,972.0,467.0,4.3971,<1H OCEAN,238900.0
11236,-117.96,33.81,34.0,1416.0,277.0,980.0,284.0,4.7772,<1H OCEAN,182500.0
14889,-117.09,32.61,23.0,1157.0,309.0,640.0,313.0,2.1548,NEAR OCEAN,118800.0
2365,-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4.5938,INLAND,106900.0
4780,-118.32,34.04,42.0,1766.0,404.0,1117.0,367.0,2.0259,<1H OCEAN,168800.0
18299,-122.13,37.4,29.0,6027.0,1195.0,2687.0,1171.0,5.1335,NEAR BAY,461200.0
18657,-121.96,36.97,23.0,4324.0,1034.0,1844.0,875.0,3.0777,NEAR OCEAN,263800.0
14238,-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,1.5,NEAR OCEAN,106300.0
20046,-119.01,36.06,25.0,1505.0,,1392.0,359.0,1.6812,INLAND,47700.0
12142,-117.23,33.83,2.0,1424.0,251.0,681.0,192.0,4.0833,INLAND,100000.0
17160,-122.2,37.4,30.0,2612.0,338.0,980.0,324.0,10.0481,NEAR OCEAN,500001.0
4019,-118.49,34.18,31.0,3073.0,674.0,1486.0,684.0,4.8984,<1H OCEAN,311700.0
8206,-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,NEAR OCEAN,153700.0
2358,-119.63,36.79,19.0,1317.0,189.0,517.0,187.0,4.526,INLAND,148700.0
11888,-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,INLAND,92400.0
19294,-122.84,38.4,15.0,3080.0,617.0,1446.0,599.0,3.6696,<1H OCEAN,194400.0
122,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,NEAR BAY,373600.0
1602,-122.13,37.87,18.0,1820.0,220.0,728.0,229.0,10.3713,NEAR BAY,426100.0
6948,-118.08,33.99,36.0,2024.0,590.0,2028.0,573.0,2.8152,<1H OCEAN,163900.0
3749,-118.38,34.18,40.0,2079.0,568.0,1396.0,526.0,3.0061,<1H OCEAN,190800.0
2284,-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383,INLAND,78800.0
13435,-117.44,34.1,43.0,1614.0,400.0,926.0,349.0,2.075,INLAND,95100.0
12272,-116.99,33.99,22.0,4227.0,658.0,1849.0,619.0,4.7356,INLAND,195900.0
1894,-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,INLAND,104200.0
1568,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,<1H OCEAN,324600.0
19035,-121.98,38.36,24.0,2434.0,630.0,1538.0,574.0,2.1067,INLAND,101100.0
17690,-121.83,37.31,19.0,11181.0,1895.0,7817.0,1853.0,5.6058,<1H OCEAN,232700.0
12864,-121.34,38.69,16.0,2686.0,516.0,1553.0,529.0,3.7857,INLAND,112700.0
9438,-119.98,37.43,12.0,2776.0,592.0,1236.0,489.0,2.5551,INLAND,105000.0
17384,-120.4,34.95,8.0,1885.0,286.0,835.0,290.0,5.0206,<1H OCEAN,261000.0
14131,-117.08,32.76,18.0,1704.0,596.0,1639.0,548.0,1.7391,NEAR OCEAN,125000.0
8505,-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,<1H OCEAN,247700.0
7204,-118.18,34.02,35.0,661.0,142.0,720.0,143.0,2.8977,<1H OCEAN,142500.0
5448,-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,<1H OCEAN,344200.0
6577,-118.21,34.22,37.0,2260.0,322.0,941.0,303.0,8.3695,<1H OCEAN,500001.0
5987,-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3.1477,INLAND,291200.0
2760,-115.52,32.67,6.0,2804.0,581.0,2807.0,594.0,2.0625,INLAND,67700.0
14806,-117.18,32.68,29.0,1539.0,344.0,556.0,289.0,3.25,NEAR OCEAN,500001.0
16962,-122.31,37.54,45.0,1222.0,220.0,492.0,205.0,5.539,NEAR OCEAN,396900.0
3594,-118.49,34.25,30.0,2871.0,470.0,1335.0,458.0,5.0232,<1H OCEAN,253900.0
6884,-118.08,34.04,20.0,5841.0,1146.0,3273.0,1131.0,4.7222,<1H OCEAN,185100.0
12706,-121.39,38.6,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,INLAND,118800.0
2847,-118.95,35.4,23.0,4483.0,894.0,2136.0,883.0,3.6875,INLAND,101700.0
9507,-123.21,39.07,17.0,1890.0,342.0,877.0,312.0,3.7833,<1H OCEAN,159800.0
17002,-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,NEAR BAY,430300.0
10576,-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,<1H OCEAN,326600.0
12191,-117.38,33.67,9.0,13288.0,2728.0,7235.0,2350.0,3.375,<1H OCEAN,131800.0
8886,-118.51,34.03,37.0,4072.0,905.0,1468.0,923.0,3.8571,<1H OCEAN,500001.0
7275,-118.24,33.99,33.0,885.0,294.0,1270.0,282.0,2.1615,<1H OCEAN,118800.0
1444,-121.99,37.98,23.0,2293.0,411.0,969.0,399.0,4.4536,INLAND,184000.0
18920,-122.19,38.07,20.0,3000.0,525.0,1207.0,491.0,4.6406,NEAR BAY,217500.0
9452,-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,INLAND,70000.0
3277,-122.91,39.03,14.0,2374.0,557.0,723.0,427.0,1.3532,INLAND,95800.0
1070,-121.84,39.75,29.0,4362.0,1053.0,2053.0,1000.0,1.7284,INLAND,74500.0
18014,-121.96,37.27,22.0,6114.0,1211.0,2983.0,1163.0,5.2533,<1H OCEAN,269100.0
6846,-118.11,34.06,18.0,2609.0,721.0,2221.0,703.0,2.3224,<1H OCEAN,192300.0
190,-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,NEAR BAY,116100.0
5762,-118.29,34.16,31.0,1262.0,338.0,1019.0,332.0,3.7083,<1H OCEAN,241900.0
20234,-119.27,34.27,44.0,1312.0,279.0,668.0,278.0,4.09,NEAR OCEAN,203800.0
5274,-118.53,34.03,40.0,4350.0,763.0,1551.0,665.0,7.0318,<1H OCEAN,500001.0
17210,-119.71,34.43,18.0,1170.0,372.0,681.0,346.0,2.1974,<1H OCEAN,255000.0
8660,-118.39,33.85,17.0,1610.0,379.0,670.0,341.0,4.3594,<1H OCEAN,349000.0
6215,-117.91,34.07,33.0,2938.0,561.0,1519.0,549.0,4.5594,<1H OCEAN,204200.0
872,-122.02,37.56,23.0,4332.0,857.0,2461.0,829.0,4.3594,NEAR BAY,223400.0
11296,-117.92,33.79,26.0,2737.0,614.0,1877.0,606.0,2.8622,<1H OCEAN,184300.0
7901,-118.04,33.87,18.0,4626.0,822.0,2794.0,763.0,5.6917,<1H OCEAN,275100.0
9057,-118.14,34.68,31.0,2666.0,662.0,1337.0,602.0,2.4432,INLAND,101100.0
2918,-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,INLAND,69500.0
16168,-122.51,37.78,47.0,2496.0,494.0,1201.0,454.0,4.0353,NEAR BAY,342200.0
18807,-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,INLAND,90300.0
988,-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,INLAND,313700.0
3341,-122.68,38.76,29.0,994.0,226.0,302.0,117.0,2.3125,INLAND,67900.0
7221,-118.16,34.02,47.0,1055.0,298.0,1303.0,302.0,2.6964,<1H OCEAN,138800.0
11621,-118.04,33.83,19.0,4526.0,830.0,2318.0,748.0,4.6681,<1H OCEAN,320700.0
20287,-119.17,34.17,42.0,1411.0,300.0,1295.0,339.0,2.6667,NEAR OCEAN,164900.0
12291,-116.97,33.93,29.0,2793.0,722.0,1583.0,626.0,1.4240000000000002,INLAND,73200.0
6147,-117.96,34.1,35.0,4036.0,904.0,3878.0,846.0,3.2957,INLAND,141600.0
3266,-122.89,39.11,10.0,1588.0,333.0,585.0,254.0,2.2551,INLAND,71100.0
18482,-121.6,37.09,24.0,1511.0,318.0,1052.0,292.0,3.625,<1H OCEAN,350000.0
17551,-121.86,37.34,29.0,5274.0,1625.0,6234.0,1639.0,2.5947,<1H OCEAN,177300.0
11444,-117.98,33.67,7.0,5664.0,1174.0,2493.0,1101.0,5.8252,<1H OCEAN,264700.0
19138,-122.69,38.32,16.0,3741.0,698.0,1938.0,658.0,4.6324,<1H OCEAN,183600.0
20313,-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,NEAR OCEAN,207700.0
2347,-119.68,36.8,7.0,2855.0,518.0,1748.0,498.0,4.2066,INLAND,88400.0
598,-122.06,37.7,37.0,1893.0,310.0,821.0,315.0,4.6005,NEAR BAY,231600.0
8485,-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,<1H OCEAN,169400.0
18633,-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,NEAR OCEAN,390000.0
14584,-117.18,32.84,32.0,1351.0,237.0,823.0,269.0,4.2768,NEAR OCEAN,167800.0
5161,-118.29,33.95,35.0,1401.0,362.0,1357.0,327.0,2.0917,<1H OCEAN,99300.0
17418,-120.47,34.64,8.0,2482.0,586.0,1427.0,540.0,3.071,NEAR OCEAN,120400.0
6856,-118.16,34.06,25.0,4284.0,741.0,2163.0,701.0,6.1509,<1H OCEAN,315100.0
716,-122.09,37.68,29.0,2333.0,538.0,1120.0,540.0,2.4042,NEAR BAY,205600.0
2076,-119.83,36.75,33.0,662.0,183.0,607.0,181.0,1.3929,INLAND,55600.0
8167,-118.13,33.8,41.0,1509.0,325.0,821.0,314.0,4.0893,<1H OCEAN,223000.0
16342,-121.32,38.03,16.0,4045.0,623.0,1862.0,625.0,4.875,INLAND,143100.0
4142,-118.19,34.12,52.0,679.0,132.0,483.0,163.0,4.2344,<1H OCEAN,162500.0
8998,-118.34,34.0,49.0,2863.0,411.0,1108.0,406.0,5.8993,<1H OCEAN,313300.0
2446,-119.61,36.56,34.0,1911.0,497.0,1886.0,481.0,1.625,INLAND,53000.0
11968,-117.41,34.0,38.0,2228.0,571.0,1697.0,530.0,1.9052,INLAND,83400.0
17212,-119.71,34.43,47.0,1572.0,417.0,790.0,384.0,2.6429,<1H OCEAN,279200.0
5184,-118.27,33.94,38.0,1314.0,318.0,1080.0,285.0,1.5872,<1H OCEAN,89800.0
9751,-121.7,36.6,19.0,3562.0,530.0,1607.0,505.0,5.0162,<1H OCEAN,283100.0
19582,-120.76,37.65,25.0,3214.0,682.0,2319.0,640.0,2.0385,INLAND,84300.0
17774,-121.85,37.36,11.0,2109.0,592.0,2744.0,607.0,4.0452,<1H OCEAN,205900.0
20603,-121.54,39.13,18.0,4289.0,1021.0,2707.0,939.0,1.3375,INLAND,59600.0
3947,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,<1H OCEAN,180500.0
14225,-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,3.16,NEAR OCEAN,143800.0
9308,-122.54,37.98,52.0,1758.0,316.0,607.0,264.0,5.5083,NEAR BAY,371900.0
10162,-117.96,33.88,25.0,3578.0,461.0,1588.0,466.0,6.2556,<1H OCEAN,341300.0
9099,-117.92,34.63,34.0,81.0,26.0,53.0,14.0,1.4091,INLAND,137500.0
12055,-117.57,33.88,39.0,679.0,164.0,769.0,179.0,2.3036,INLAND,110600.0
15964,-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,NEAR BAY,248900.0
8917,-118.47,34.02,38.0,2163.0,651.0,1759.0,584.0,2.3382,<1H OCEAN,297500.0
4395,-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178,<1H OCEAN,203100.0
16028,-122.45,37.73,52.0,2035.0,424.0,1193.0,430.0,5.0634,NEAR BAY,264200.0
19865,-119.32,36.33,20.0,1896.0,266.0,674.0,277.0,9.0376,INLAND,239100.0
13101,-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,5.8831,INLAND,209900.0
13722,-117.18,34.06,26.0,1953.0,446.0,1284.0,414.0,1.3485,INLAND,85100.0
14413,-117.24,32.78,44.0,2172.0,431.0,892.0,420.0,4.1742,NEAR OCEAN,342200.0
18130,-122.02,37.35,22.0,3219.0,756.0,1479.0,667.0,4.1473,<1H OCEAN,354400.0
9269,-122.54,38.14,16.0,4431.0,603.0,1659.0,630.0,7.5412,NEAR BAY,392100.0
928,-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992000000000001,NEAR BAY,284800.0
2495,-120.22,36.49,14.0,1508.0,347.0,1679.0,345.0,2.4786,INLAND,56000.0
16508,-121.1,37.8,35.0,1853.0,331.0,958.0,340.0,3.3578,INLAND,149000.0
20450,-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,<1H OCEAN,280200.0
19342,-122.86,38.61,52.0,1753.0,380.0,982.0,380.0,3.4013,<1H OCEAN,183300.0
20472,-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,<1H OCEAN,190400.0
16514,-121.22,37.8,28.0,2608.0,576.0,1719.0,554.0,2.1186,INLAND,94400.0
10997,-117.83,33.73,20.0,5768.0,1597.0,4853.0,1465.0,3.5387,<1H OCEAN,160400.0
11504,-118.1,33.74,37.0,997.0,262.0,531.0,282.0,4.7773,NEAR OCEAN,400000.0
10843,-117.9,33.68,25.0,7060.0,1159.0,3903.0,1139.0,4.8359,<1H OCEAN,249200.0
13544,-117.3,34.15,45.0,942.0,166.0,401.0,174.0,3.8594,INLAND,90800.0
15943,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667,NEAR BAY,252600.0
20538,-121.73,38.56,30.0,3306.0,629.0,1623.0,648.0,2.8614,INLAND,145200.0
4133,-118.22,34.13,47.0,1585.0,420.0,949.0,366.0,2.7098,<1H OCEAN,173800.0
12503,-121.43,38.56,41.0,1105.0,227.0,443.0,210.0,3.1827,INLAND,131700.0
6863,-118.13,34.05,35.0,3229.0,616.0,1879.0,595.0,3.9531,<1H OCEAN,268400.0
5564,-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,3.8372,<1H OCEAN,156400.0
15296,-117.34,33.15,19.0,5710.0,1423.0,4163.0,1406.0,3.0306,NEAR OCEAN,178500.0
13605,-117.26,34.17,30.0,1937.0,351.0,945.0,344.0,3.8906,INLAND,123700.0
15885,-122.4,37.74,45.0,2462.0,509.0,1587.0,450.0,2.59,NEAR BAY,211800.0
15916,-122.42,37.74,52.0,1651.0,351.0,973.0,366.0,3.4583,NEAR BAY,240900.0
12039,-117.46,33.9,10.0,9738.0,2130.0,4936.0,1840.0,3.3187,INLAND,144800.0
13112,-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,INLAND,94400.0
4894,-118.24,34.02,48.0,542.0,150.0,571.0,114.0,1.8485,<1H OCEAN,90600.0
6465,-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,INLAND,235300.0
3402,-118.35,34.27,32.0,604.0,108.0,314.0,113.0,6.2037,<1H OCEAN,205400.0
18923,-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,NEAR BAY,190300.0
521,-122.23,37.76,52.0,2269.0,323.0,805.0,321.0,4.7188,NEAR BAY,335300.0
17638,-121.91,37.28,29.0,5650.0,817.0,2098.0,813.0,6.4285,<1H OCEAN,337300.0
15838,-122.43,37.75,52.0,1615.0,393.0,633.0,378.0,3.5114,NEAR BAY,347500.0
19418,-121.09,37.67,30.0,1653.0,285.0,800.0,291.0,3.3482,INLAND,220000.0
3600,-118.5,34.23,26.0,3082.0,573.0,1590.0,586.0,4.5167,<1H OCEAN,319000.0
4565,-118.26,34.07,40.0,680.0,273.0,995.0,249.0,2.2607,<1H OCEAN,165600.0
18828,-122.64,41.95,18.0,1867.0,424.0,802.0,314.0,1.8242,INLAND,53500.0
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,NEAR BAY,115200.0
18926,-122.17,38.08,7.0,18392.0,2782.0,8276.0,2742.0,6.4232,NEAR BAY,229200.0
13292,-117.66,34.08,36.0,1485.0,236.0,623.0,261.0,3.3036,INLAND,141000.0
10532,-117.71,33.57,6.0,3673.0,881.0,1846.0,768.0,4.877,<1H OCEAN,144300.0
2561,-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,NEAR OCEAN,74100.0
5511,-118.42,33.99,35.0,1724.0,419.0,1079.0,394.0,4.5521,<1H OCEAN,263800.0
9194,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,INLAND,214300.0
2874,-118.96,35.37,40.0,1603.0,374.0,1026.0,337.0,1.365,INLAND,54300.0
4041,-118.5,34.16,34.0,3547.0,523.0,1187.0,500.0,7.138999999999999,<1H OCEAN,424000.0
12994,-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,4.1607,INLAND,112800.0
4221,-118.26,34.12,52.0,1942.0,476.0,1375.0,477.0,2.7348,<1H OCEAN,209100.0
12997,-121.26,38.68,13.0,4256.0,619.0,1948.0,622.0,5.2051,INLAND,167400.0
19279,-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,<1H OCEAN,146000.0
2517,-122.16,39.78,32.0,1288.0,221.0,562.0,203.0,2.325,INLAND,69600.0
4399,-118.28,34.09,52.0,1739.0,464.0,938.0,482.0,2.4429,<1H OCEAN,228800.0
7807,-118.09,33.89,27.0,3399.0,882.0,2465.0,811.0,3.0989999999999998,<1H OCEAN,166600.0
455,-122.26,37.88,52.0,2604.0,837.0,1798.0,769.0,1.725,NEAR BAY,287500.0
8380,-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237,<1H OCEAN,170800.0
4437,-118.2,34.09,39.0,1594.0,430.0,1668.0,378.0,2.5343,<1H OCEAN,138200.0
19699,-121.62,39.09,21.0,2693.0,481.0,1337.0,435.0,3.8534,INLAND,99700.0
18558,-122.05,36.96,30.0,971.0,185.0,644.0,173.0,4.2045,NEAR OCEAN,226500.0
5954,-117.86,34.13,40.0,1304.0,280.0,607.0,256.0,2.588,INLAND,209500.0
15109,-116.96,32.86,14.0,3064.0,496.0,1681.0,503.0,4.4347,<1H OCEAN,160300.0
3158,-118.95,35.26,24.0,1341.0,214.0,667.0,184.0,4.0,INLAND,94500.0
17872,-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,<1H OCEAN,158000.0
1178,-121.53,39.49,19.0,1537.0,329.0,617.0,274.0,1.5313,INLAND,50300.0
18084,-122.06,37.32,30.0,3033.0,540.0,1440.0,507.0,6.2182,<1H OCEAN,380800.0
19665,-120.82,37.51,17.0,1664.0,253.0,736.0,254.0,4.4083,INLAND,165800.0
16671,-120.68,35.25,16.0,4208.0,897.0,1634.0,806.0,2.2868,NEAR OCEAN,233700.0
4107,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,<1H OCEAN,396400.0
17170,-122.27,37.43,33.0,1601.0,223.0,629.0,215.0,15.0001,NEAR OCEAN,500001.0
19788,-122.95,40.71,26.0,2231.0,421.0,987.0,364.0,2.4792,INLAND,88800.0
7851,-118.15,33.89,30.0,4426.0,995.0,4196.0,921.0,3.2739999999999996,<1H OCEAN,148300.0
3659,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,<1H OCEAN,181300.0
897,-121.96,37.53,28.0,2949.0,529.0,1538.0,545.0,4.9615,<1H OCEAN,228000.0
12778,-121.42,38.64,44.0,1728.0,367.0,1042.0,349.0,1.6033,INLAND,58500.0
3739,-118.39,34.18,42.0,1957.0,389.0,985.0,414.0,2.9327,<1H OCEAN,240200.0
19460,-120.98,37.69,18.0,3176.0,468.0,1296.0,471.0,5.5684,INLAND,185100.0
2805,-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,INLAND,77000.0
14789,-117.13,32.58,27.0,1417.0,373.0,814.0,348.0,2.3603,NEAR OCEAN,195300.0
4230,-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,<1H OCEAN,436400.0
3412,-118.38,34.28,22.0,4428.0,825.0,3152.0,836.0,4.7932,<1H OCEAN,166300.0
18763,-122.32,40.71,18.0,2879.0,578.0,1399.0,586.0,2.4036,INLAND,105400.0
1082,-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,INLAND,112500.0
10299,-117.87,33.92,17.0,4575.0,764.0,2054.0,737.0,6.0571,<1H OCEAN,272400.0
12257,-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3,INLAND,108900.0
7132,-118.12,34.03,20.0,2595.0,428.0,1751.0,479.0,5.6112,<1H OCEAN,308000.0
1308,-121.83,37.99,18.0,2741.0,449.0,1507.0,460.0,4.7566,INLAND,142500.0
14285,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,NEAR OCEAN,117900.0
7678,-118.09,33.92,31.0,1983.0,419.0,1157.0,390.0,3.5455,<1H OCEAN,168300.0
20342,-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,<1H OCEAN,246600.0
15646,-122.42,37.79,52.0,3511.0,1232.0,2452.0,1131.0,2.5013,NEAR BAY,275000.0
17503,-121.88,37.36,30.0,2453.0,573.0,1845.0,530.0,3.7396,<1H OCEAN,210700.0
12453,-114.57,33.52,27.0,173.0,35.0,117.0,34.0,2.0833,INLAND,45000.0
19080,-122.48,38.32,31.0,1701.0,363.0,680.0,324.0,3.1375,<1H OCEAN,192100.0
14938,-117.02,32.64,5.0,260.0,41.0,157.0,42.0,6.5151,NEAR OCEAN,281700.0
14924,-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,NEAR OCEAN,169800.0
4919,-118.25,34.0,36.0,1033.0,267.0,1112.0,229.0,1.7237,<1H OCEAN,105800.0
4656,-118.33,34.05,45.0,1707.0,519.0,1446.0,466.0,2.1736,<1H OCEAN,171300.0
16991,-122.28,37.55,17.0,4199.0,629.0,2020.0,630.0,6.1228,NEAR BAY,375700.0
6740,-118.09,34.12,38.0,1713.0,285.0,779.0,286.0,5.6152,<1H OCEAN,359900.0
17381,-120.38,34.96,9.0,2813.0,492.0,1144.0,490.0,4.0431,<1H OCEAN,226800.0
2690,-115.52,32.97,24.0,1617.0,366.0,1416.0,401.0,1.975,INLAND,66400.0
10519,-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,<1H OCEAN,500001.0
3069,-119.25,35.75,36.0,1598.0,443.0,1658.0,417.0,1.517,INLAND,52100.0
635,-122.16,37.71,36.0,666.0,132.0,366.0,134.0,3.4643,NEAR BAY,175000.0
13525,-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,INLAND,88300.0
7155,-118.15,34.04,39.0,1099.0,263.0,787.0,269.0,3.7794,<1H OCEAN,194600.0
18572,-121.75,36.91,52.0,1211.0,447.0,1102.0,392.0,1.6875,<1H OCEAN,161400.0
8949,-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,<1H OCEAN,473000.0
19643,-120.82,37.54,20.0,707.0,114.0,282.0,86.0,6.1324,INLAND,164800.0
16099,-122.51,37.76,43.0,2345.0,624.0,1439.0,614.0,2.8448,NEAR OCEAN,268900.0
18310,-122.12,37.42,35.0,2445.0,533.0,1187.0,519.0,5.2803,NEAR BAY,362100.0
5948,-117.87,34.15,37.0,2655.0,415.0,1056.0,401.0,5.4224,INLAND,269500.0
925,-121.92,37.48,23.0,4314.0,676.0,1972.0,623.0,5.3813,<1H OCEAN,264400.0
12632,-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,INLAND,78600.0
17849,-121.87,37.42,25.0,4430.0,729.0,2685.0,721.0,5.6965,<1H OCEAN,261100.0
20098,-120.28,37.9,17.0,1047.0,212.0,530.0,196.0,2.1538,INLAND,153300.0
14021,-117.17,32.75,28.0,1514.0,384.0,540.0,352.0,2.1532,NEAR OCEAN,240000.0
9028,-118.85,34.04,21.0,3837.0,578.0,1509.0,509.0,8.4476,NEAR OCEAN,500001.0
6586,-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,<1H OCEAN,500001.0
11572,-118.01,33.76,26.0,2141.0,597.0,2038.0,585.0,2.2981,<1H OCEAN,177700.0
2267,-119.82,36.79,18.0,5822.0,1439.0,3415.0,1224.0,1.6854,INLAND,64700.0
8871,-118.41,34.06,43.0,2665.0,556.0,1015.0,506.0,4.1411,<1H OCEAN,500001.0
15822,-122.42,37.75,52.0,801.0,272.0,639.0,259.0,2.1971,NEAR BAY,275000.0
8992,-118.35,34.0,46.0,3402.0,503.0,1389.0,504.0,5.3462,<1H OCEAN,270400.0
19942,-119.4,36.25,25.0,1696.0,279.0,909.0,291.0,2.3,INLAND,132800.0
8073,-118.18,33.83,52.0,2569.0,484.0,1030.0,451.0,4.1301,NEAR OCEAN,268400.0
17215,-119.7,34.43,37.0,1462.0,306.0,678.0,322.0,5.1545,<1H OCEAN,418400.0
13755,-117.16,34.06,33.0,2101.0,468.0,1997.0,412.0,2.8125,INLAND,117200.0
20221,-119.27,34.29,32.0,2274.0,406.0,982.0,393.0,5.3254,NEAR OCEAN,385200.0
4129,-118.19,34.14,47.0,2525.0,523.0,1514.0,498.0,4.3359,<1H OCEAN,209200.0
8039,-118.15,33.84,36.0,2987.0,491.0,1360.0,497.0,4.8013,<1H OCEAN,224100.0
